NO_NAME,ID,AGE,GENDER,RACE,DRIVING_EXPERIENCE,EDUCATION,INCOME,CREDIT_SCORE,VEHICLE_OWNERSHIP,VEHICLE_YEAR,MARRIED,CHILDREN,POSTAL_CODE,ANNUAL_MILEAGE,VEHICLE_TYPE,SPEEDING_VIOLATIONS,DUIS,PAST_ACCIDENTS,OUTCOME
4329,608297,1,1,0,1,1,1,0.420256068,0,1,0,0,10238,12000,0,1,0,3,0
4330,554781,1,0,0,0,1,1,0.274371854,0,1,0,0,32765,10000,0,0,0,0,1
4331,600208,1,0,1,1,1,1,0.503246186,0,1,1,1,10238,11697.00321,0,1,0,2,1
4332,880371,1,1,0,1,0,1,0.260622409,0,1,0,1,32765,12000,0,6,0,0,0
4333,591674,3,0,0,1,0,2,0.623551211,0,1,1,1,32765,11697.00321,0,4,0,2,0
4334,946022,2,0,0,2,0,2,0.567911805,1,1,0,1,10238,13000,0,2,0,1,0
4335,684432,1,1,0,1,2,0,0.531568102,0,1,1,0,10238,11697.00321,0,1,0,2,0
4336,847094,1,1,0,1,1,1,0.337792703,0,1,0,0,32765,9000,1,3,0,0,0
4337,847123,1,1,0,1,2,0,0.601054492,1,1,0,0,32765,11000,0,5,1,0,0
4338,85694,1,0,0,1,2,2,0.80514248,1,0,1,1,10238,11000,0,2,0,0,0
4339,287995,1,1,0,0,0,0,0.484065605,1,1,1,1,10238,11697.00321,0,0,0,0,1
4340,124905,1,1,0,1,1,3,0.46414186,1,1,0,0,10238,12000,0,1,0,1,0
4341,713446,1,0,0,1,0,2,0.756232052,1,0,1,0,10238,11000,0,2,0,0,0
4342,166007,2,1,0,2,2,2,0.640899309,1,1,0,0,10238,15000,0,1,0,0,0
4343,555505,1,1,0,1,0,3,0.424405272,0,1,1,1,92101,15000,0,0,0,2,0
4344,475782,3,0,1,3,2,2,0.504443347,1,1,1,1,32765,8000,0,3,2,3,0
4345,857764,1,0,0,1,0,3,0.279203352,0,0,0,0,10238,14000,0,0,0,0,0
4346,29307,1,0,0,1,0,0,0.42738562,0,1,0,1,32765,12000,0,2,1,0,1
4347,67451,1,1,0,0,0,0,0.53509931,1,1,1,0,10238,11000,0,0,0,0,0
4348,417052,2,0,0,1,0,0,0.527869037,0,1,1,1,32765,7000,0,3,0,1,0
4349,420358,3,0,0,3,0,0,0.714846021,1,0,0,1,32765,10000,0,7,1,3,0
4350,279012,0,0,0,0,1,1,0.433534973,0,1,0,1,10238,16000,0,0,0,0,1
4351,46823,1,1,0,0,2,0,0.467481792,1,0,1,0,10238,9000,0,0,0,0,0
4352,422329,3,0,0,3,2,2,0.616955015,1,1,0,1,10238,10000,0,5,0,1,0
4353,239916,3,1,0,2,0,2,0.684233053,1,0,1,1,21217,12000,0,2,0,1,1
4354,200687,1,1,0,1,0,0,0.355581076,1,1,1,1,10238,11697.00321,0,2,0,3,0
4355,174696,3,1,0,3,2,2,0.58514385,1,1,1,1,10238,9000,0,1,3,1,0
4356,3413,3,1,0,3,2,2,0.450795028,1,0,0,1,32765,13000,0,9,3,3,0
4357,855494,0,0,0,0,2,3,0.452572549,0,1,0,0,10238,11697.00321,0,0,0,0,1
4358,149003,2,1,0,2,0,0,0.444513963,0,0,1,1,92101,11000,0,6,0,4,0
4359,148740,2,0,0,1,2,2,0.514837939,1,0,1,1,10238,11000,0,0,1,2,0
4360,49260,2,0,0,2,0,2,0.651946463,0,1,0,1,10238,13000,0,0,0,0,0
4361,271725,1,0,0,0,2,3,0.443014548,1,1,0,1,32765,10000,0,0,0,0,0
4362,976188,2,1,0,1,0,3,0.374258326,0,1,0,1,10238,12000,0,1,1,1,0
4363,373662,3,1,0,3,2,2,0.610129185,1,0,1,1,10238,13000,0,2,1,4,0
4364,579302,0,1,1,0,0,3,0.372752173,1,1,0,0,32765,14000,0,0,0,0,1
4365,13172,3,0,0,3,2,2,0.616098765,1,1,1,1,10238,10000,0,1,2,5,0
4366,800606,3,0,0,3,2,2,0.490996515,1,1,1,1,32765,5000,0,4,0,4,0
4367,135645,1,1,0,1,0,2,0.548390843,1,0,1,1,21217,10000,0,0,0,0,1
4368,303552,1,0,0,1,0,0,0.469221801,1,1,0,0,32765,11697.00321,0,2,0,2,1
4369,976509,0,1,0,0,0,3,0.374864513,0,1,0,0,32765,14000,0,0,0,0,1
4370,141127,1,0,0,1,1,3,0.382116348,1,1,1,0,10238,10000,0,1,0,1,0
4371,706731,3,0,0,0,2,2,0.54428401,1,1,1,1,32765,11697.00321,0,0,0,0,1
4372,641250,2,1,0,0,2,2,0.728962957,1,1,1,1,10238,12000,0,0,0,0,0
4373,456377,1,0,0,1,2,3,0.521926587,1,1,0,1,10238,14000,0,0,0,1,0
4374,475769,3,0,0,3,0,2,0.631716249,1,1,1,1,10238,9000,0,4,0,3,0
4375,208394,0,0,0,0,1,1,0.295793828,1,1,0,0,32765,12000,0,0,0,0,0
4376,732204,3,1,0,1,2,2,0.759414518,1,1,1,1,10238,11697.00321,0,0,1,3,0
4377,825218,1,0,0,0,0,3,0.300628886,1,1,0,1,10238,12000,0,0,0,0,0
4378,605712,1,0,0,0,1,0,0.584032215,1,1,1,1,10238,9000,0,0,0,0,1
4379,316348,1,1,1,1,2,0,0.444152371,1,1,0,1,32765,11000,0,4,0,1,1
4380,775470,3,1,0,2,2,2,0.452731164,1,1,1,1,10238,9000,0,3,0,5,0
4381,429865,3,1,0,3,0,2,0.642707284,1,1,1,1,10238,13000,0,3,0,5,0
4382,507630,0,0,1,0,1,3,0.336379283,1,1,0,0,10238,16000,0,0,0,0,0
4383,619605,2,1,0,0,0,3,0.441096597,1,1,0,1,10238,11697.00321,1,0,0,0,1
4384,529048,0,0,0,0,1,1,0.261335712,1,1,0,1,10238,11697.00321,0,0,0,0,1
4385,702390,2,0,0,1,0,3,0.56445489,0,0,0,1,10238,9000,0,1,0,0,0
4386,500209,1,0,0,1,1,1,0.222937758,0,1,0,1,32765,12000,1,1,0,1,0
4387,509863,1,1,0,1,0,0,0.468193641,1,1,1,0,10238,10000,1,2,0,1,0
4388,248818,1,1,0,1,2,0,0.483169765,1,0,1,1,10238,11697.00321,0,4,0,1,0
4389,26194,3,1,0,2,0,0,0.507509103,1,1,0,0,10238,14000,0,4,1,6,0
4390,453174,2,1,0,1,0,0,0.575788771,1,1,0,1,10238,11697.00321,0,1,0,3,0
4391,391433,0,1,0,0,0,3,0.525857843,1,1,0,0,10238,18000,0,0,0,0,1
4392,483077,1,0,0,1,1,0,0.617751741,0,1,1,1,32765,9000,0,2,0,0,1
4393,9857,3,0,0,3,2,2,0.508606549,1,1,1,1,10238,9000,0,3,0,3,0
4394,373718,0,1,0,0,0,3,0.382823591,1,0,0,0,10238,16000,0,0,0,0,0
4395,541154,1,0,0,1,0,3,0.380511734,1,1,0,1,10238,17000,0,1,0,0,0
4396,571360,1,1,0,1,1,3,0.454464282,0,1,0,1,10238,15000,0,3,0,2,1
4397,293395,0,0,0,0,0,3,0.424404607,1,1,0,0,32765,11697.00321,0,0,0,0,1
4398,536951,2,1,0,0,2,2,0.604396024,1,1,1,1,10238,12000,0,0,0,0,1
4399,135855,1,1,0,0,2,2,0.490005554,1,1,0,1,32765,12000,0,0,0,0,1
4400,364151,3,0,0,3,0,2,0.684490532,1,0,0,1,10238,9000,0,5,0,3,0
4401,500060,2,1,0,1,2,2,0.815510532,1,1,0,0,10238,21000,0,0,0,0,1
4402,147705,1,1,0,1,0,0,0.555009073,1,1,0,1,32765,7000,0,2,0,1,0
4403,616946,3,1,0,2,0,2,0.595951328,1,0,0,1,10238,12000,0,3,0,0,0
4404,698433,2,1,0,2,0,0,0.410985129,0,1,1,0,10238,15000,0,3,1,1,0
4405,152981,1,0,0,1,0,3,0.419467875,0,1,0,0,92101,15000,1,0,0,1,1
4406,50342,0,1,0,0,0,3,0.434465491,1,1,0,0,10238,11697.00321,0,0,0,0,1
4407,66769,1,0,0,1,0,2,0.546957814,1,0,1,1,10238,14000,0,0,0,0,0
4408,442318,1,0,0,1,0,0,0.625643099,1,1,0,1,10238,13000,0,1,1,1,0
4409,921070,1,1,0,0,1,3,0.469774958,1,1,0,0,10238,19000,0,0,0,0,0
4410,260636,1,1,0,1,2,3,0.278562233,1,1,0,0,10238,13000,0,0,0,0,0
4411,90623,1,1,0,1,1,3,0.421747684,0,1,0,1,92101,11697.00321,1,1,0,1,1
4412,454230,3,1,0,2,2,2,0.620475313,1,0,0,0,10238,20000,0,2,0,0,0
4413,8852,1,0,1,1,0,0,0.668981211,1,1,0,1,32765,11697.00321,1,3,0,0,0
4414,81701,3,1,0,3,0,0,0.698484359,1,1,1,0,10238,8000,0,1,0,8,0
4415,47095,1,0,0,1,1,1,0.368117915,1,1,0,0,10238,17000,0,0,1,0,1
4416,96376,0,0,1,0,1,1,0.30929531,0,1,0,1,32765,13000,0,0,0,0,1
4417,918589,1,0,0,1,1,1,0.441982556,0,1,0,0,32765,15000,0,2,0,0,1
4418,403742,0,0,0,0,0,1,0.389078129,0,1,0,0,10238,15000,0,0,0,0,1
4419,920656,1,1,0,0,2,2,0.446658454,1,1,1,1,10238,3000,0,0,0,0,0
4420,473544,1,0,0,1,2,0,0.496375942,1,1,1,1,10238,11697.00321,0,2,0,1,0
4421,72568,3,0,0,3,0,2,0.570407178,1,0,1,1,10238,11000,0,2,0,3,0
4422,80089,2,0,0,2,2,2,0.79721875,1,0,1,1,10238,7000,0,2,0,1,0
4423,853693,1,1,0,1,1,0,0.429244859,1,0,1,1,92101,11000,0,3,0,1,0
4424,690509,3,0,0,3,0,2,0.481507055,1,0,1,1,10238,11000,0,3,0,4,0
4425,446055,1,0,1,1,0,3,0.59870359,1,1,0,1,32765,8000,0,1,0,0,0
4426,881386,2,0,0,2,2,2,0.567737607,1,0,1,1,10238,11000,0,0,0,3,0
4427,22899,0,1,0,0,2,3,0.579561608,1,0,0,1,21217,11000,0,0,0,0,1
4428,268247,0,1,0,0,2,0,0.458979127,0,1,0,1,10238,12000,0,0,0,0,1
4429,876300,3,0,0,1,1,3,0.560433091,0,1,1,1,10238,9000,0,0,0,1,0
4430,209500,3,1,0,3,0,2,0.47494492,1,1,1,1,32765,10000,0,5,2,3,0
4431,215555,3,0,0,3,2,2,0.63189391,1,0,1,1,21217,11697.00321,0,3,0,1,1
4432,229417,0,1,0,0,0,0,0.342991968,1,1,0,0,32765,11000,0,0,0,0,0
4433,561094,0,0,0,0,1,3,0.372607232,0,1,0,1,10238,13000,0,0,0,0,1
4434,391837,3,1,0,2,0,3,0.3133649,1,1,0,1,10238,16000,0,0,0,2,0
4435,429676,3,0,0,0,2,2,0.710554182,0,0,1,1,10238,6000,0,0,0,0,0
4436,354117,0,1,0,0,0,0,0.56929906,1,1,0,1,10238,16000,0,0,0,0,0
4437,992537,0,0,0,0,1,1,0.350298614,0,1,1,1,10238,11697.00321,0,0,0,0,1
4438,983202,0,0,0,0,0,1,0.125876021,0,1,0,0,10238,13000,0,0,0,0,1
4439,967276,3,0,0,2,2,2,0.472497272,1,1,1,1,32765,8000,0,5,0,0,0
4440,41793,3,0,0,3,0,0,0.476983911,0,1,1,1,10238,11697.00321,0,7,1,7,0
4441,584478,2,1,0,2,0,0,0.52013398,0,1,0,0,10238,15000,0,0,1,4,0
4442,776567,0,0,0,0,0,3,0.361979769,1,1,1,1,32765,9000,0,0,0,0,1
4443,817281,3,1,0,1,0,2,0.649305197,1,0,1,0,10238,11697.00321,0,0,0,2,0
4444,323683,1,1,0,1,2,2,0.614605554,1,1,1,0,10238,13000,0,2,0,2,0
4445,693802,3,1,0,2,0,2,0.500780933,1,1,1,1,10238,12000,0,3,1,4,0
4446,542178,2,0,0,2,2,2,0.434286883,1,1,1,1,10238,8000,0,2,0,3,0
4447,974769,1,0,0,1,2,2,0.738794265,1,0,1,0,32765,7000,0,1,1,2,0
4448,348914,3,1,0,3,2,2,0.611025805,1,1,1,1,32765,11000,0,9,2,0,0
4449,359584,0,0,0,0,0,1,0.478517181,0,1,0,0,32765,11697.00321,0,0,0,0,1
4450,804909,1,0,1,0,1,3,0.661762317,0,1,0,0,32765,12000,0,0,0,0,1
4451,283904,2,1,0,2,0,0,0.541306429,0,0,1,1,10238,15000,0,3,1,5,0
4452,170475,2,0,1,0,0,0,0.500021387,0,0,1,1,10238,7000,0,0,0,0,1
4453,46953,0,0,0,0,0,3,0.371996621,1,0,0,0,32765,13000,0,0,0,0,1
4454,383201,1,1,0,1,2,0,0.373351748,1,0,0,1,32765,12000,0,2,0,1,0
4455,899525,2,1,1,1,0,3,0.367699947,0,1,0,1,10238,11000,0,3,0,1,1
4456,317463,0,0,0,0,2,0,0.516627562,1,1,1,1,32765,11000,1,0,0,0,0
4457,326735,0,1,0,0,1,1,0.369132189,0,1,0,0,10238,13000,0,0,0,0,1
4458,687918,2,1,0,0,2,0,0.37997693,1,1,1,1,32765,8000,0,0,0,0,0
4459,940917,1,0,1,1,1,1,0.290658578,0,1,0,1,10238,11000,0,0,0,0,1
4460,524531,3,1,0,0,2,2,0.566480354,1,0,1,1,92101,13000,0,0,0,0,1
4461,479053,3,1,0,0,2,2,0.65375394,1,1,1,1,10238,12000,0,0,0,0,0
4462,394712,2,0,0,2,2,2,0.780326021,1,1,1,1,10238,11000,0,3,2,2,0
4463,91223,2,1,0,1,2,2,0.475641557,1,1,0,1,32765,11000,0,3,0,1,0
4464,193127,0,1,0,0,0,1,0.417137904,0,1,0,1,32765,9000,0,0,0,0,1
4465,699351,0,1,0,0,2,1,0.306240574,0,1,0,0,10238,11697.00321,0,0,0,0,1
4466,621378,2,0,0,2,0,0,0.65425227,1,1,1,1,10238,14000,0,0,0,5,0
4467,808297,2,0,0,2,2,2,0.631372937,1,1,1,1,10238,11697.00321,0,1,0,1,0
4468,392873,1,0,0,1,2,2,0.727102184,1,0,1,0,32765,10000,0,1,0,1,0
4469,881691,1,0,0,1,2,0,0.636389702,0,0,0,1,10238,14000,0,2,0,1,0
4470,230742,0,0,0,0,2,0,0.600271551,1,1,0,1,32765,11000,0,0,0,0,1
4471,560257,1,1,0,1,0,3,0.356355225,1,1,0,1,10238,11000,0,0,0,2,0
4472,496641,3,0,0,3,1,2,0.62002442,1,1,1,0,32765,14000,0,2,1,0,0
4473,414136,0,1,1,0,1,1,0.278059273,0,1,0,0,32765,13000,0,0,0,0,1
4474,786140,1,1,0,1,2,0,0.473469443,1,1,0,0,10238,11697.00321,0,1,0,1,0
4475,830971,2,0,1,0,0,0,0.570550119,0,1,0,1,10238,13000,0,0,0,0,1
4476,932512,3,1,0,3,2,2,0.615016452,1,0,1,1,92101,12000,0,7,1,2,0
4477,613882,2,0,0,1,2,2,0.638239848,1,1,1,1,10238,11697.00321,0,3,0,0,0
4478,879172,1,0,0,1,1,1,0.368740575,0,1,0,1,10238,10000,0,0,1,0,1
4479,500659,2,1,0,2,2,2,0.530129679,1,1,1,1,10238,7000,0,7,1,7,0
4480,201965,0,1,0,0,0,3,0.29377348,1,0,1,0,10238,15000,0,0,0,0,0
4481,197083,2,1,1,0,0,0,0.496348566,1,1,1,1,32765,9000,0,0,0,0,1
4482,498176,2,0,0,0,0,2,0.567424851,1,1,0,0,32765,11697.00321,0,0,0,0,1
4483,645105,3,1,0,0,2,2,0.656694909,1,0,1,1,32765,7000,0,0,0,0,0
4484,188850,2,0,0,2,1,0,0.510451901,1,1,1,1,10238,13000,0,2,0,0,0
4485,868965,2,1,0,2,0,2,0.625984555,1,0,1,1,10238,9000,0,5,0,4,0
4486,85611,0,0,0,0,1,1,0.274296595,0,1,0,1,10238,13000,0,0,0,0,1
4487,799734,1,1,0,0,2,2,0.399519737,1,1,0,0,10238,12000,0,0,0,0,1
4488,537020,3,0,0,2,2,2,0.613102746,1,1,1,1,32765,11000,0,2,0,1,0
4489,80785,1,0,0,1,2,0,0.527050278,1,1,1,0,10238,14000,0,0,0,0,1
4490,812307,2,0,0,2,1,0,0.54864991,1,1,0,1,10238,11697.00321,0,4,0,0,0
4491,195369,0,1,0,0,0,3,0.30527798,1,1,0,0,10238,14000,0,0,0,0,0
4492,986735,3,1,1,0,1,0,0.388318726,0,1,1,1,32765,6000,0,0,0,0,1
4493,760083,3,0,0,3,2,2,0.7317511,0,1,0,1,10238,11000,1,3,1,3,0
4494,905839,3,0,1,2,2,2,0.761914228,1,0,1,1,32765,4000,0,3,0,2,0
4495,659258,3,0,0,2,0,2,0.564394516,1,0,1,1,10238,8000,0,1,1,1,0
4496,775896,1,0,0,1,0,0,0.513679401,1,1,1,1,32765,10000,0,0,0,0,1
4497,268472,1,1,0,1,0,3,0.530156161,0,1,1,1,10238,11697.00321,0,2,0,2,0
4498,470492,3,0,0,3,0,2,0.612084125,1,0,0,1,10238,11000,0,5,0,4,0
4499,504453,2,1,0,2,0,3,0.412721831,0,0,1,1,32765,10000,0,5,0,2,0
4500,789219,0,1,0,0,1,1,0.353591436,0,1,0,0,10238,18000,0,0,0,0,1
4501,1126,2,1,0,2,2,2,0.494258635,1,1,0,1,32765,10000,0,5,0,1,0
4502,364765,2,1,0,0,2,2,0.700903983,1,0,1,1,10238,13000,0,0,0,0,0
4503,759523,3,1,0,3,0,2,0.635786486,1,1,1,1,10238,9000,0,1,0,4,0
4504,3141,1,0,0,0,1,3,0.50814617,0,1,0,0,10238,16000,0,0,0,0,1
4505,182844,2,1,0,0,2,2,0.5360414,1,1,0,1,32765,7000,0,0,0,0,1
4506,416575,1,1,0,1,0,0,0.4410816,1,1,1,1,10238,7000,0,1,0,5,0
4507,891508,2,0,0,2,2,2,0.699641565,1,1,1,1,10238,15000,0,2,0,4,0
4508,443325,1,1,0,1,0,1,0.338803706,0,1,1,0,10238,11000,0,1,0,2,1
4509,436675,2,1,0,2,0,2,0.565003111,1,0,1,0,32765,10000,0,6,3,1,0
4510,915389,1,0,0,1,1,1,0.41335901,0,1,1,1,10238,13000,0,0,0,0,0
4511,176249,2,0,0,2,0,2,0.546810058,1,1,1,1,32765,10000,1,4,0,2,0
4512,341794,1,0,0,1,0,2,0.795958183,1,1,1,1,10238,12000,0,1,0,0,0
4513,3114,3,0,0,3,2,2,0.775747366,1,0,0,1,10238,15000,0,1,0,0,0
4514,915288,3,0,0,1,2,2,0.823009628,1,1,0,1,10238,12000,0,0,0,1,0
4515,546758,1,0,0,1,0,3,0.420192831,1,1,0,0,10238,14000,0,0,0,0,1
4516,452090,0,0,0,0,1,1,0.359924499,0,1,0,0,10238,14000,0,0,0,0,0
4517,928361,0,1,0,0,0,1,0.379871356,1,1,0,0,10238,12000,0,0,0,0,1
4518,997578,2,0,0,2,0,2,0.564637224,1,1,1,1,10238,11000,0,2,0,3,0
4519,940414,1,1,0,1,1,1,0.267850926,1,0,0,1,10238,11000,1,2,0,1,0
4520,902883,0,1,0,0,2,2,0.615431862,1,1,0,0,92101,14000,0,0,0,0,0
4521,156980,2,0,0,2,2,2,0.689458376,1,0,1,1,10238,10000,1,2,0,0,0
4522,813034,1,1,0,1,0,1,0.393809417,0,1,0,0,10238,17000,0,0,0,3,1
4523,618266,0,1,0,0,0,3,0.362401991,1,0,0,0,10238,19000,0,0,0,0,0
4524,605525,1,0,0,0,0,3,0.512574955,1,1,1,0,10238,12000,0,0,0,0,1
4525,14662,0,0,0,0,1,1,0.416212767,1,1,0,1,10238,12000,0,0,0,0,0
4526,86519,1,1,1,1,0,1,0.372324869,0,1,1,1,10238,10000,0,2,0,3,1
4527,396921,3,0,0,0,2,2,0.681985732,1,0,1,1,10238,8000,0,0,0,0,0
4528,453940,0,1,0,0,1,1,0.376817823,1,1,0,1,10238,15000,0,0,0,0,0
4529,562647,2,0,0,2,2,2,0.653628113,1,1,1,1,32765,11000,0,1,0,1,0
4530,972309,2,0,0,0,2,2,0.660227378,0,1,1,0,10238,15000,0,0,0,0,1
4531,511444,0,1,0,0,1,1,0.3658611,0,1,1,0,10238,11697.00321,0,0,0,0,1
4532,936592,3,0,0,3,2,2,0.548690288,1,1,1,1,32765,7000,0,8,1,3,0
4533,598794,3,1,0,2,2,2,0.565258317,1,1,0,1,10238,11000,0,0,1,6,0
4534,819023,1,0,0,1,0,2,0.607489348,1,1,1,0,10238,12000,0,2,0,2,0
4535,626387,2,0,0,2,1,3,0.415222876,0,1,0,0,10238,13000,0,0,0,0,0
4536,247809,2,1,0,2,2,2,0.427971551,0,1,1,0,92101,14000,0,5,1,1,0
4537,319749,2,1,0,0,0,2,0.545340699,0,0,1,1,10238,11000,0,0,0,0,1
4538,893506,3,0,1,3,2,2,0.571402373,1,0,0,1,10238,13000,0,3,1,1,0
4539,550968,0,1,0,0,2,0,0.700326068,1,1,0,0,10238,10000,0,0,0,0,1
4540,395478,0,1,0,0,1,1,0.411571851,0,1,0,1,10238,13000,0,0,0,0,1
4541,182758,0,1,0,0,0,1,0.351010842,0,1,0,0,10238,14000,0,0,0,0,1
4542,952775,2,1,0,2,0,0,0.463855483,1,1,0,1,10238,12000,0,1,1,2,0
4543,413424,2,0,0,1,2,2,0.630726221,1,0,1,1,32765,4000,0,2,0,0,0
4544,688393,3,0,0,3,1,0,0.502945179,0,0,1,1,10238,11697.00321,0,4,0,3,0
4545,690238,0,0,0,0,1,1,0.454216459,1,1,0,1,10238,11000,0,0,0,0,1
4546,743166,2,1,0,2,2,2,0.644447075,1,0,1,1,92101,13000,0,1,0,0,0
4547,355019,1,1,0,1,2,2,0.595437178,1,0,0,1,10238,9000,0,3,1,2,0
4548,43317,0,0,0,0,0,1,0.420469077,0,1,0,0,10238,19000,0,0,0,0,1
4549,263946,0,0,0,0,2,3,0.461407191,1,1,1,1,10238,12000,0,0,0,0,0
4550,617394,1,0,0,0,0,3,0.55448873,0,1,1,1,10238,11000,0,0,0,0,1
4551,778715,1,0,0,1,0,3,0.458634649,1,1,0,1,10238,14000,0,1,0,0,0
4552,224416,1,0,0,1,0,2,0.915883183,1,0,0,0,32765,8000,0,1,0,0,0
4553,471644,2,0,1,2,0,0,0.498070135,0,1,1,1,10238,10000,0,1,2,2,0
4554,461980,2,1,0,1,1,2,0.542533471,1,1,0,1,10238,15000,0,1,0,3,0
4555,187312,1,1,0,1,1,0,0.382357806,1,1,1,0,32765,9000,0,5,1,2,1
4556,292609,3,0,0,1,2,2,0.660302789,1,0,1,1,10238,14000,0,0,0,0,0
4557,114198,0,0,0,0,0,1,0.371710389,0,0,0,0,32765,16000,0,0,0,0,1
4558,615012,3,1,0,1,0,3,0.477054018,1,1,1,1,32765,8000,0,3,0,2,0
4559,68672,2,0,0,2,2,0,0.436430932,1,1,0,1,32765,11000,0,5,1,1,0
4560,687969,1,0,0,1,1,3,0.460749045,0,0,0,0,10238,17000,0,0,0,2,1
4561,729416,2,0,0,1,0,3,0.506608218,0,1,1,1,10238,11697.00321,1,1,0,0,0
4562,208802,1,1,0,1,1,1,0.530237725,1,1,0,0,10238,11697.00321,0,0,0,1,1
4563,947931,1,0,0,1,0,0,0.365286624,1,1,1,0,10238,15000,0,0,2,1,0
4564,24832,3,1,0,1,2,2,0.512299237,1,0,1,1,32765,8000,0,3,0,2,0
4565,403549,2,0,1,1,2,0,0.706127533,1,1,0,0,10238,15000,0,1,1,0,0
4566,617979,2,1,0,2,1,3,0.446912006,1,1,0,0,10238,17000,0,2,0,1,0
4567,113536,2,0,0,2,0,3,0.501352161,0,1,1,1,10238,12000,0,0,0,0,0
4568,876900,2,1,0,0,2,2,0.57223312,0,0,1,0,10238,15000,0,0,0,0,1
4569,830071,0,1,0,0,1,3,0.244328832,1,1,0,1,32765,14000,1,0,0,0,1
4570,735160,3,1,0,0,2,2,0.648295443,1,0,1,1,10238,12000,0,0,0,0,0
4571,882271,2,1,0,2,1,1,0.400250588,0,1,1,1,10238,10000,0,1,1,0,0
4572,72781,3,1,0,3,2,2,0.663908567,1,0,1,1,10238,11000,0,5,1,3,0
4573,488662,1,0,0,1,1,0,0.638743791,0,1,0,1,10238,11697.00321,0,0,0,1,0
4574,810101,0,1,0,0,1,1,0.364821205,0,1,1,0,32765,11000,0,0,0,0,1
4575,822206,1,0,0,1,1,1,0.44465939,0,1,0,0,10238,12000,0,1,0,3,0
4576,917480,1,1,0,1,0,2,0.538600031,1,1,1,1,10238,11697.00321,0,1,0,2,0
4577,592029,0,0,0,0,0,0,0.630359605,1,0,0,0,10238,17000,0,0,0,0,0
4578,731733,2,0,1,2,1,1,0.317084816,0,1,0,1,10238,10000,0,1,0,1,0
4579,74109,3,0,0,3,0,2,0.732516719,1,0,0,1,10238,14000,0,1,1,1,0
4580,36193,1,0,0,1,0,3,0.498678219,1,1,1,1,21217,11000,0,5,1,0,1
4581,925147,2,1,1,1,1,2,0.516513773,1,1,1,1,92101,11000,0,1,0,0,1
4582,292767,3,0,0,3,0,2,0.547422602,0,0,0,1,10238,9000,0,3,0,0,0
4583,186642,2,1,0,1,2,2,0.553287865,1,1,1,1,32765,11697.00321,0,5,1,0,1
4584,955052,3,0,0,3,2,2,0.704016785,0,1,1,1,32765,9000,0,8,3,2,0
4585,400990,1,1,0,0,1,1,0.343619433,0,1,0,0,10238,13000,0,0,0,0,1
4586,407624,3,0,0,3,2,2,0.462374127,1,1,1,1,10238,12000,0,4,1,0,0
4587,379938,1,1,0,1,2,0,0.304644661,1,1,0,1,10238,14000,0,0,1,2,0
4588,442998,3,1,0,1,2,2,0.51771986,1,0,0,1,10238,14000,0,0,0,1,0
4589,294092,2,1,0,1,2,3,0.337982157,0,1,0,1,10238,14000,0,0,0,2,1
4590,846902,2,1,1,2,0,2,0.501201646,1,0,1,1,10238,9000,0,3,0,7,0
4591,796578,0,0,1,0,0,1,0.332840592,0,1,0,1,10238,15000,0,0,0,0,1
4592,739850,2,0,0,2,1,3,0.200453393,1,1,1,1,92101,13000,0,1,0,3,0
4593,302157,3,1,1,0,2,2,0.463681999,1,1,1,1,32765,11697.00321,0,0,0,0,1
4594,66987,0,1,1,0,0,1,0.336129692,0,1,0,0,10238,15000,1,0,0,0,1
4595,260648,2,0,0,2,0,0,0.589626414,0,1,0,1,10238,13000,0,2,0,0,0
4596,446910,1,0,0,1,1,3,0.468795652,1,0,0,1,10238,11697.00321,0,3,0,3,0
4597,833863,1,0,0,1,0,3,0.210868905,0,1,0,1,32765,11697.00321,0,1,0,2,0
4598,288172,3,0,0,1,0,2,0.511193,1,1,1,1,10238,10000,0,1,0,1,0
4599,694623,3,0,0,3,2,2,0.553649872,1,0,1,1,10238,10000,0,2,0,2,0
4600,27524,1,1,0,1,0,0,0.447779236,1,1,0,1,32765,10000,0,1,0,1,1
4601,705310,2,1,1,0,1,0,0.385141018,1,0,1,0,10238,13000,0,0,0,0,0
4602,505241,1,1,0,0,1,1,0.284999712,1,1,0,1,10238,11697.00321,0,0,0,0,1
4603,952401,1,0,0,1,0,1,0.397961866,0,1,1,1,32765,11000,0,0,0,2,1
4604,830337,1,0,0,1,0,2,0.715479377,1,1,0,1,10238,11000,0,3,0,3,0
4605,705565,3,0,0,3,2,2,0.651221457,1,1,1,1,10238,14000,0,4,1,1,0
4606,703002,0,1,0,0,2,2,0.481645922,1,0,0,0,10238,13000,0,0,0,0,0
4607,77589,3,0,0,3,2,2,0.634463134,1,1,0,1,10238,14000,0,1,1,0,0
4608,777879,1,0,0,1,0,0,0.625152452,0,0,1,1,10238,9000,0,5,0,0,0
4609,749577,3,1,0,0,2,2,0.717526946,0,0,0,0,10238,15000,1,0,0,0,1
4610,974103,2,0,0,1,1,2,0.632681648,1,1,1,1,10238,11000,0,0,1,2,0
4611,93333,2,0,0,1,0,2,0.602783,1,0,1,1,32765,7000,1,4,0,0,0
4612,530628,3,1,0,3,2,2,0.621042311,1,0,0,1,10238,8000,0,6,1,5,0
4613,183441,2,1,0,2,2,2,0.57732593,1,0,0,1,10238,11000,0,2,0,5,0
